,datano,꽃 이름,꽃 영문이름,꽃말,사용,생장
289,77,노루발풀,Winter green,은인,겨울에도 푸름을 유지하니 정원의 나무 밑에 심는다. 잎 모양이 좋아 소형 분화용으로도 좋다. 약재로도 쓰이는데 아스피린의 원료인 살리신산이 들어있어 상처소독에 좋다.,그늘진 나무 밑이 심기 적합하다. 분화로 심을 때는 뿌리에 사는 균과 공생하기 때문에 자생지 흙을 이용해야 한다. 추위나 음지에서 견디는 힘이 강하다. 번식은 씨앗을 자생지 흙에 뿌려서 묘를 키우거나 3-4월에 포기를 나눠준다.
290,76,튜립,Tulip ,"자애, 명성, 명예",우리나라에서는 필요한 알뿌리 전량을 네델란드나 일본 등지에서 수입(연간 1000만구 이상)해서 쓰고 있다. 박람회 같은 행사 때 행사장 주변 조경용으로 이용되며 꽃꽂이용으로도 많이 쓰인다.,튜립 뿌리는 유피인경(有皮鱗莖=겉 껍질이 있는 비늘줄기)으로 가을에 심어 봄에 꽃이 피며 6-7월이 되면 알뿌리를 캐 저장한다. 꽃눈이 분화한 다음에 이 꽃눈이 정상적으로 꽃을 피우려면 반드시 저온을 거쳐야 한다. 심은 지 3년정도 지나면 알뿌리가 서서히 퇴화되기 시작한다. 봄에 꽃이 진 다음 알뿌리를 캐서 저온에 저장해 두었다 가을에 심으면 수명이 조금 연장되긴 하지만 얼마 되지 않으면 결국 새로 사서 심어야 한다.
291,75,양지꽃,Dewberry cinquefoli,봄,꽃피는 기간이 길고 꽃이 많이 달리기 때문에 화단 지피식물로 좋다. 키가 낮아 작은 분화나 분경을 만들 때 주요 소재로써도 흔히 이용된다. 암석정원 같은 곳에서 바위 틈 식재용으로도 훌륭한 소재이다. 어린 순은 나물로 쓰인다.,추위나 더위는 물론 건조에도 매우 강하다. 햇볕이 잘 들며 거름기가 충분한 점질의 토양에서 잘 자란다. 번식은 씨앗 뿌리기나 포복줄기 나누기 두 가지 다 잘 된다. 봄에 씨앗을 뿌리면 일부는 가을에 꽃이 핀다.
292,74,진달래,"Korean rosebay, Korean rhododendron",절제,자생지에서 군락을 이루고 있는 모습을 보면 참 좋다. 우리 주변에서도 정원수로 이용이 가능하지만 식재되어 있는 곳을 쉽게 찾아보기 힘들다. 영산홍을 중심으로 한 개량 철쭉들이 너무 많이 확산되어 있기 때문이다. 학교나 공원 및 자연학습장 같은 곳을 중심으로 점차 식재를 늘려가야 한다. 진달래는 예로부터 먹을 수 있는 꽃이라 하여 참꽃이라 불렸고 꽃을 이용하여 화전을 만들거나 술을 담가 먹기도 한다. 진도의 홍주는 유명한 진달래술이다.,하루종일 직사광선이 드는 곳보다는 반그늘지고 거름기가 많으며 약간 습기있는 곳을 좋아한다. 추위나 음지에 강하지만 공해에는 다소 약한 편이다. 맹아력도 강하다.
293,73,조팝나무,Bridal wreath,매력,봄에 꽃 모양이 참 좋아 주변 경관을 좋게 한다. 대부분 정원용으로 쓰이고 있다. 꼬리조팝나무나 공조팝나무 등은 꽃 모양이 좋아 꽃꽂이 소재인 절지용으로도 이용이 가능하다.,조팝나무는 추위에는 강하지만 음지에 약하고 공해에 견디는 힘도 약한 편이며&nbsp;햇볕이 잘 들고 습기가 어느 정도 있는 곳에서 잘 자란다. 맹아력은 강하고 생장도 빠른 편이다. 번식은 6월 중순이나 9월 하순에 새로 자란 가지를 잘라 삽목해주면 된다.
294,72,제비꽃,Violet,"나를 생각해 주세요, 순진한 사랑",봄철화단에서 제일 먼저 꽃을 보여주는 초화는 팬지다. 팬지의 조상은 바로 이 제비꽃과 같은 비올라(Viola)속이다. 팬지는 개량되어 나온 일년생이어서 화단에 심으면 꽃이 핀 다음 죽기 때문에 매년 다시 심어 주어야 한다. 하지만 제비꽃들은 다년생으로 자라기 때문에 한번 조성해 두면 반영구적으로 자라며 번식력도 뛰어나다.,"봄, 가을에는 양지에, 여름에는 통풍이 잘 되는 반그늘에 두고 겨울에는 얼지 않도록 울타리를 쳐준다. 물주기는 보통 봄~가을에는 하루에 한번 듬뿍, 겨울에는 줄여서 2~3일에 한 번 준다. 봄이나 가을 분갈이 때는 뿌리를 3~4cm정도만 남기고 잘라준다. 뿌리가 워낙 잘 뻗다보니 꽃 크기에 비해 다소 깊은 분에 심는 것이 좋다."
295,71,남산제비꽃,Violet,풋향기 나는 가인,"제비꽃 종류 중 잎 모양이 좋고 꽃에 향기가 있어 화분용 소재로 적합하다. 화단이나 정원에서는 낙엽수 아래 반 그늘진 곳에 심어두면 봄 내내 햇빛이 잘 들어 생육이 좋다. 자생 제비꽃 종류들이 많다. 노랑제비꽃, 태백제비꽃, 호제비꽃, 알록제비꽃 등... 제비꽃 종류는 키도 작지만 잎이나 꽃 모양이 좋아 화단 그늘진 곳에 종류별로 모아 심어두면 좋다. ","바깥에 심어도 월동이 가능하고 번식력도 좋다. 씨앗을 뿌려서 묘로 길러도 잘 되며, 자가수정을 하기도 한다. 직사광선이 드는 곳보다는 약간 그늘진 곳이 적합하다. 화단에 모아 심어두면 씨앗이 떨어져 이듬해 엄청난 속도로 불어나며 자기들끼리 수정되어 중간 형질을 띠는 개체들도 많이 나온다."
296,70,유채,Rapeseed,"명랑, 기분전환",제주도처럼 관광 자원화하여 이용되기도 하지만 여러모로 쓰임이 많은 식물이다. 중요한 밀원식물 중 하나이며 어린 순은 식용으로 쓰고 씨를 이용해 기름을 짜기도 한다. 독일에서는 유채꽃을 이용한 대체경유도 개발하고 있다고 한다. 여러 지자체에서 유휴지를 이용한 유채밭 조성이 한창이다.,유채는 추위에 약해 제주나 남부지역에서는 밖에서 월동이 가능하지만 중부지방에서는 봄이나 가을에 파종해야 한다. 씨앗을 뿌리고 복토를 얕게 해야 발아율이 높다.
297,69,히어리,Korean winter hazel,봄의 노래,히어리는 꽃뿐만 아니라 잎 모양도 예쁘고 가을단풍 또한 아름다워 고급 조경수로 식재되고 있다. 음지에 약하고 공해에도 비교적 약한 편이다. 가지를 잘라 꽃꽂이 소재로 쓰기도 한다.,"물 빠짐이 잘 되는 곳으로 어느 정도 습기가 있어야 생육이 좋다. 햇볕이 잘 들어야 하며 그늘져도 밝은 곳이 좋다. 작은 나무는 꽃 피기 전 봄에 심고 큰 나무는 가을에 심는다. 번식은 씨앗나 삽목 모두 가능한데, 씨앗은 뿌린지 2년차에 싹이 나온다. 삽목은 3월에 묵은 가지를 잘라 꽂으면 잘 발아하며 장마철에 새가지를 잘라 꽂아도 50% 이상은 새 뿌리를 내린다."
298,68,시네라리아,Cineraria,마음의 괴로움,"꽃의 색이나 모양이 매우 다양하며 식물의 형태도 판이하게 다른 것들이 많다. 분화용으로 꽃에 향기는 없지만 수십 개의 꽃이 한꺼번에 피어 약 한 달 정도 간다. 미국과 유럽에서는 크리스마스 때부터 부활절까지, 우리나라에서는 봄에 피는 꽃으로 인기가 많다.",재배기간이 짧고 저온에서 잘 자라기 때문에 많은 량이 재배되고 있다. 여름의 강한 햇볕에는 견디기 힘들고 습한 것을 좋아하지만 물이 잘 빠지는 곳이 좋다.
299,67,서향,Sweet smelling daphne,"불멸, 명예","남부지역에서는 밖에서 월동이 가능하여 정원용으로 이용할 수 있다. 암석정원이나 정원 울타리용으로 잘 어울린다. 중북부 지역에서는 화분에 심어 실내식물로 이용한다. 나무의 뿌리나 껍질, 나뭇잎 등은 약용으로 이용된다고 한다.",거름기가 적당히 있고 물빠짐이 좋아야 하며 건조한 곳은 싫어한다. 추운 곳에서는 월동기 동안에는 적당한 재료로 표면을 덮어주는 것이 좋다. 이식을 싫어하기 때문에 실생묘나 삽목묘를 처음부터 적당한 용기에 정식하여 재배하는 것이 좋다. 우리나라에는 주로 암꽃만 피는 개체들이 살기 때문에 씨앗 맺히는 것이 드물어 보통 꺾꽂이로 번식한다.
300,66,산수유,Japanese cornelian,"지속, 불변 ",정원이나 공원의 관상수로 흔히 식재되어 있다. 대군락을 이루는 이천이나 구례 등지에서는 해마다 산수유 축제가 열린다. 내한성은 강한 편이지만 공해에 약하고 음지에서는 견디질 못한다. 열매는 둥근 모양으로 8월에 빨갛게 익는데 예로부터 한약재로 이용되어 왔다. ,"하루종일 햇볕이 드는 곳이면 좋고 물이 잘 빠지는 토양이 좋으며 건조를 싫어한다. 정원용으로 심는 경우 키가 60cm 정도 되는 묘목을 봄이나 가을에 심되 낙엽기에 가지를 솎아주는 정도로 전정한다. 번식은 씨뿌리기, 삽목 및 접붙이기 모두 가능하다. "
301,65,벚나무,Cherry,"정신의 아름다움, 가인","봄이 왔음을 알려주는 나무로 주로 남부지역의 가로변, 공원의 조경수 및 정원수로 유명하다. 분재용으로 쓰기도 하며 가지를 잘라 꽃꽂이용으로 쓰기도 한다. 수피, 잎, 꽃잎 모두 약재로 쓰이기도 한다.",음지에는 약하지만 추위나 공해에 강하며 생장도 빠르다. 수피에 상처를 입으면 잘 낫지 않으므로 병충해를 조심하고 가지치기를 해도 맹아가 형성되기 어려우므로 심는 간격을 넓게 하여 자연스럽게 자라도록 놔두는 것이 좋다.
302,64,버드나무,Willow,"정화, 경쾌",대부분의 자생지는 냇가나 산의 계곡 주변처럼 물기가 많은 곳이다. 조경용으로 저수지나 연못 주변에 흔히 심겨져 있는 걸 볼 수 있다. 뿌리의 응집력이 강하여 하천변에 심어 토사유실에 대비해도 좋을 듯하며 약용으로도 쓰인다. 외국에서는 잎이나 줄기 색깔이 다양한 품종들이 개발되고 있다.,봄에 새로운 줄기가 나오면 이것을 잘라 삽목으로 번식한다. 삽목 후 며칠 안 있으면 새 뿌리가 나온다. 여름 장마철에도 삽목이 잘 된다.
303,63,잉글리쉬데이지,English daisy,"순진, 평화","현재 시판되고 있는 데이지는 샤스타데이지, 마가렛데이지 하이데이지, 크라운데이지, 페리스데이지, 잉글리쉬데이지 등이 있다. 보통 데이지라고 하면 잉글리쉬데이지를 말한다. 원산지에서는 여러해살이 풀이지만 화훼적으로는 일년생으로 개량되어 나오고 있고 씨앗번식이 잘 되어 가을에 뿌리는 추파일년초로 취급한다. 주로 봄철 화단용으로 쓰이지만 품종개량과 함께 요즘은 분화로도 이용된다.",대부분 품종으로 개량된 것들이라 화단용으로 심은 경우에는 특별한 관리없이 잘 자란다. 분화용은 어느 정도 햇볕이 드는 곳(광선이 약하면 도장)에 두면서 지나치게 마르지 않도록 한다. 대체로 서늘하고 습도가 높은 것을 좋아하며 여름에 뿌리가 썩는 것에 주의한다.
304,62,고사리,Common bracken,"신비, 요술",원예용으로 가치가 있는 종들은 겨울에도 푸른 상록성인 것과 여름 고온에도 잘 견디는 하록성인 것들로 자생 양치류 중 실내식물로 개발할 만한 것들이 많다. 특히 양치식물은 계곡 물이 흐르는 주변의 완전 음지조건에서 자라는 것들이 많아 상대적으로 광도가 낮은 실내에서도 잘 적응한다. 공작고사리 등 몇 종은 실내 관엽식물로 쓰이고 있다.,"자생지 조건을 생각하면 가장 중요한 것이 습도 유지이다. 아파트 베란다 같은 곳은 매우 건조하기 때문에 특히 주의가 필요하다. 양치식물의 번식은 일반 식물들처럼 포기나누기 등의 영양번식방법은 같지만 대량생산을 위해서는 포자번식을 해야 한다. 양치류들의 잎 뒷면을 보면 포자들이 다닥다닥 붙어 있는데, 바로 이 포자들을 가지고 조직배양 기술을 적용하여 대량번식하게 되는 것이다. 양치식물 개발은 지금은 원예용으로 쓰기 위해 좋은 것들을 찾고 있는 수준이며, 일부 고사리류에 대하여 포자번식에 의한 대량생산기술이 정립되고 있다."
305,61,갯버들,Ross-gold pussy willow,"자유, 친절","잔뿌리가 많아 연못이 있는 정원이나 호수공원 주변, 하천주변이나 냇가의 방수림으로 쓰이며 꽃꽂이 소재로도 쓰인다. 물가에 사는 식물들은 대부분 물을 정화해주는 능력이 있어 요즘은 하천변 식재용으로도 흔히 이용된다.","햇볕이 충분히 드는 양지에서 잘 자란다. 알칼리 토양은 싫어한다. 삽목번식이 잘 되는데, 봄에 새로 나온 가지나 늦은 가을에 묵은 가지를 잘라 삽목상에 꽂으면 쉽게 뿌리가 내린다."
306,60,우산나물,null,편히 쉬세요,정원의 낙엽수 아래 관상용으로 모아 심으면 봄과 여름까지 관상할 수 있다. 작은 숲 속 바닥에서 어린 솜털들이 여기저기 튀어나오는 모습은 가히 환상적이다. 분경으로 만들어 봄에 야생화 전시회에서도 흔히 선 보인다. 옛부터 산나물로 즐겨 이용했다. 우산나물은 참나물처럼 향긋하면서 독특한 향기가 있다.,몇 포기 심어두면 씨앗이 떨어져 쉽게 번진다. 꽃은 6-9월 흰색 또는 연분홍색으로 피며 키는 70~120cm까지 자란다. 가을에 씨앗을 받아 뿌리거나 초가을 또는 이른 봄에 포기나누기로 번식한다. 거름기가 많은 곳을 좋아하며 반 그늘진 곳이나 볕이 잘 드는 양지에서도 잘 자란다.
307,59,솜다리,Korean edelweiss,숭고한 사랑,"작은 액자나 편지지 같은 소품에 압화(꽃누르미) 제작 소재로 널리 이용되고 있으며, 최근에는 분화나 분경용으로 보편화되고 있다. 추위에 강해 암석원 같은 화단용으로도 좋지만 여름 고온기를 시원하게 보낼 수 있도록 차광이나 통풍에 유의해야 한다.",고산성식물이니 추위에는 강하지만 평지에서 여름철 고온에 매우 약한 점을 감안하여 햇빛이 잘 들면서도 바람이 잘 통하는 시원한 곳에 심어야 한다. 특히 장마철에 습도가 높아 잎이나 줄기가 물러져 썩는 경우가 많으므로 조금 경사진 낙엽수 아래 심는 것이 좋다. 씨앗을 뿌리면 잘 발아하며 뿌린 지 2년 후면 꽃이 핀다. 포기나누기는 언제나 가능하지만 봄이나 가을에 싹이 2cm정도 나왔을 때 하는 것이 가장 좋다.
308,58,깽깽이풀,Twin leaf,안심하세요,꽃은 물론 잎 모양도 뛰어나 화단은 물론 분화용으로도 훌륭한 소재다. 특히 추위에 강해 거의 전국에서 월동한다. 자생지에서는 무척 귀하게 여겨져 환경부 지정 보호야생식물 27호이다. 뿌리는 약용으로 쓰이기도 한다.,"화단용은 바람이 잘 통하면서 반 그늘진 곳에 심는다. 분화용은 여름 고온기에 약 50%정도 차광이 필요하다. 포기나누기나 씨앗으로 번식하는데 씨앗은 뿌린 후 3년은 지나야 꽃을 볼 수 있다. 씨앗번식과 관련해서 재미난 것은 깽깽이풀 씨앗에 밀선이 있어서 여기에 들어있는 당분을 개미들이 영양원으로 사용한다. 개미는 생존을 위해 당분을 이용하고 깽깽이풀 역시 종피에 당이 벗겨지면서 쉽게 발아하게 되고, 또 개미가 이동한 만큼 자손을 멀리 퍼트릴 수 있게 되어 서로 공생관계에 있다."
309,57,렉스베고니아,King begonia,정중,"베고니아는 분화용으로 재배되는 것이 보통이며, 종종 실내조경용으로도 이용된다. 줄기가 목질화된 'Cane-stemmed 베고니아', 상록성인 '렉스베고니아’, 근경으로 번식하는 'Rhizomatous 베고니아', 덩굴성으로 자라는 'Semperflorens 베고니아', 알뿌리로 번식하는 'Tuberous 베고니아', 겨울에 피는 'Winter-flowering 베고니아' 등 종류가 많은데 우리나라에서 재배되는 것은 주로 꽃을 보는 알뿌리 베고니아이다.","알뿌리 베고니아는 주로 미국, 서독, 영국, 일본 등에서 품종이 육성되어 세계적으로 보급되고 있다. 꽃 모양이 카멜리아(동백)형, 아네모네형, 모란형, 수선형 등이 있다. 개량되기 시작한지가 100년이 넘어 그 동안 많은 품종들이 나왔으며, 온실화초 중에서도 아름답고 화려한 꽃으로 통한다. 실내에서는 연중 꽃이 핀다. 온실 화초들 중에는 여름에 피는 것으로 특히 인기가 많다. 렉스베고니아는 잎꽂이로 번식이 용이하다. 베고니아류는 햇볕을 좋아하지만 직사광선보다는 반그늘 정도가 생육에 적합하다."
310,56,석위,Japanese fern,긴장,취미가들을 중심으로 소형 분경제작에 쓰이거나 다른 식물들과 함께 모듬형 분경으로 이용된다. 잎을 말려 약용으로도 쓴다.,온도가 영하로 떨어지지 않는 실내공간이면 어느 정도 어두운 곳에서 잘 견딘다. 자생지가 남쪽의 상록광엽수 숲속처럼 낮에도 볕이 잘 들어오지 않는 곳이기 때문이다. 웬만큼 말라도 죽지 않을 정도로 건조에 강하다.
311,55,고란초,null,포기하지 마세요.,고란초는 석부작이나 목부작같은 분경용으로 많이 이용된다. 웬만큼 습도를 높여줄 수 있다면 실내화단용으로도 훌륭한 소재이다.,"음지에 잘 견디며 어느 정도의 습기, 특히 공기습도 유지가 필수적이다. 하지만 물이 고여 있으면 썩기 쉽다."
312,54,프리지아,Freesia,"순결, 순진한 마음","꽃꽂이용으로 쓰이는 대표적인 알뿌리식물 중의 하나이다. 원종은 향기가 은은하게 퍼져 나오는 것이었는데, 개량종들은 향기가 더 진해진 것들이 많다. 여전히 꽃꽂이용으로 많이 재배되지만 요즘은 분화용으로도 상당량 재배된다. 꽃색은 노란 것이 주종을 이루고 있지만 최근에는 진한 핑크나 보라색 등 국산품종이 많이 보급되고 있다.","원래 고향이 따뜻한 곳이라서 추위에 매우 약하다. 그래서 우리나라에서는 주로 남부도서나 해안가에서 알뿌리를 생산하는데, 공급이 모자라서 매년 많은 량을 네델란드에서 사다 쓴다. 햇볕이 잘 들고 물이 잘 빠지는 산성토양이 좋다."
313,53,탱자나무,Trifolia orange,추억,"탱자나무는 수세가 좋아 밀식에 강하며 노란 열매가 아름다워 월동이 가능한 남부지역을 중심으로 정원수 또는 생울타리용으로 많이 이용된다. 노란 열매는 약용으로 쓰이며, 묘목은 유자나무나 감귤나무 대목으로 이용되기도 한다.",생울타리 또는 정원수로 이용할 때 처음에 심은 다음 잘 활착할 때까지 물 관리에 유의하면 된다. 이후에는 특별한 관리 없이도 치밀하게 울타리를 형성하며 잘 자란다.
314,52,너도밤나무,Korean beech,"번영, 창조",공해에 견디는 힘이 강하며 번식력도 우수하다. 공중습도가 높은 해안지역에 모아심어도 좋다. 분재목으로 쓰이기도 하며 공기청정에 탁월한 효과가 있는 것으로 알려져 있다.,대표적인 음수성식물이며 온난 다습한 지역에서만 자란다. 햇빛을 싫어하며 어느 정도 물기가 있는 곳에서 잘 자란다.
315,51,필레아,Aluminum plant,기분 전환,작은 량의 광선으로도 생육이 가능하므로 분화나 실내 화단의 지피용으로 많이 쓰인다. 크기가 작아 테라리움 소재로도 좋다. 도심의 웬만한 업무용 빌딩 입구 실내 화단용으로 식재하면 고유의 색깔이 장기간 변화 없이 유지되어 관상가치가 높다.,포기나누기 또는 삽목번식이 쉬우며 줄기와 뿌리가 잘 부러지니 주의해야 한다. 습도가 높은 것을 좋아하지만 물에 잠겨있거나 흠뻑 젖어있으면 오래 가지 못한다.
316,50,끈끈이주걱,Sundew,발을 조심하세요,"벌레를 잡아먹는 식물로 관상용으로 많이 쓰이며, 초중교생 학습을 위한 관찰교육용으로도 이용된다. 원예적으로는 관상용 외에도 생물학적으로 해충 제거효과가 있는지 연구되고 있다.",여름 한낮의 직사광선은 피해야 하며 항상 적당한 습도유지가 매우 중요하다. 씨앗은 매우 작은데 씨앗은 받자마자 바로 뿌려주어야 발아율이 높다. 대부분 식충식물들은 산성을 좋아하기 때문에 파종용 상토로는 피트모스나 수태같은 것이 좋다.
317,49,제라늄,Cranes bill,당신의 생각이 나를 떠나지 않습니다.,"제라늄은 종류가 다양하고 꽃이 화려하며 잎 모양도 특이해 분화로 많은 사랑을 받고 있다. 무엇보다도 꽃 피는 기간이 짧게는 3개월, 길게는 9개월까지 오래가기 때문에 많은 사람들로부터 인기를 끌고 있다. 향기나는 품종이 개발되면서 허브식물로도 점차 인기가 많아지고 있다.",온대지역이 고향이지만 추위엔 약해 우리나라 노지에서는 월동이 어렵다. 씨앗이나 삽목번식을 하는데 삽목 후 4-5개월 정도면 꽃이 핀다. 다소 광선이 약하거나 불량환경에서도 잘 자라고 병충해에도 강한 편이다.
318,48,에크메아,Silver vase plant,만족,"우리나라에서는 모두 실내 분화용으로 재배되고 있으며, 식물원 같은 곳에서는 야간온도가 15℃ 이상 유지되는 유리 온실에서 이용된다.",이 식물을 잘 키우려면 생육 적온(25℃ 내외)의 유지와 함께 뿌리 부분의 통기성이 좋도록 바크처럼 공극이 많은 용토를 쓰고 바람이 잘 통하는 곳에 배치한다.
319,47,골담초,"Scotch bloom, Broom","청초, 겸손",유럽에서 들어온 양골담초는 꽃이 필 때 노랑 꽃들이 나무 수북이 덮여 핀다. 지피용이나 화단용으로 이용이 가능하며 콩과식물이라 정원에 심어두면 뿌리혹박테리아가 땅속의 질소를 고정한다.,많은 콩과식물처럼 씨앗 껍질이 단단해 휴면하기 때문에 씨앗으로 번식하려면 별도의 휴면타파가 필요하다. 뿌리를 나눠서 번식하는 것이 보통이다. 추위에 약하고 사질토양에서 잘 자란다.
320,46,안스리움,Flamingo flower,번뇌,"안스리움은 꽃과 잎의 관상용이 별개로 있다. 꽃을 관상하는 종류의 원예품종이 많다. 꽃이라고 부르는 것은 사실 불염포라는 부분으로 그 포가 붉은 색이나 분홍색, 흰색 등으로 채색되어 마치 꽃잎과 같이 보이는 것을 말한다. 실제 꽃은 중앙에 돌출된 원통상의 것으로 여기에 작은 꽃이 다닥다닥 붙어 있다.",약한 광선과 고온 다습을 좋아하지만 과습은 싫어한다. 안스리움은 반착생 또는 착생식물이므로 자연 상태에서는 나무 등에 붙어서 자란다. 공기 중에서 수분을 빨아들일 수 있는 공중뿌리를 가지고 있으므로 이러한 특성에 맞게 고온다습한 조건을 유지해줘야 한다.
321,45,아잘레아,Azalea,사랑의 기쁨,"아잘레아는 사계성 품종들이 많이 나와 있으며 특히 겨울철 실내 분화용으로 많이 이용하고 있다.  꽃색은 빨간 것들이 주종을 이루며, 최근에는 끝에 흰줄이 들어가 있는 복색도 나오고 있고, 보다 연한 핑크계통인 품종들도 많다.",아잘레아는 삽목이 잘 되고 생육기간도 짧으며 병충해에도 강해 현재 국내 화목류 생산량 중에서 단연 우위를 차지하고 있다. 삽목으로 번식이 용이하고 반그늘에서 마르지 않게만 관리하면 된다.
322,44,솜나물,null,발랄,흰 바탕에 붉은 빛이 도는 꽃이 좋고 키도 작아 분화용이나 약간은 건조한 듯한 반그늘이나 암석정원의 바위틈새 같은 곳에 잘 어울릴 수 있는 여름철 화단용으로 좋다. 어린 순을 나물로 이용한다.,건조에 강하긴 하지만 극심한 건조는 피하는 것이 좋으며 반그늘 정도의 사질토양에서 잘 자란다. 봄에는 개방화를 가을에는 폐쇄화를 만들어 번식한다.
323,43,산거울,Dwarf sedges,강인함,산거울은 소나무 같이 바늘잎을 가진 침엽수아래에 식재할 수 있는 사초류 중의 하나이다. 한 겨울을 지난 잎은 갈색으로 길게 늘어지며 이른 봄 짧은 꽃대위에 이삭모양으로 꽃을 피워낸다. 반그늘 이상의 음지 조경용으로 적합하다.,일반 사초과 식물들과 마찬가지로 씨앗번식이 잘 된다. 생육이 왕성해 포기나누기를 해도 빨리 증식할 수 있다.
324,42,복수초,Amur adonis,"영원한 행복(동양), 슬픈 추억(서양)","복수초는 평지에서도 충분히 그늘지고 여름에도 시원한 곳에서는 화단용으로 이용할 수 있다. 꽃이 노란색이라 아직까지는 추운 2~4월경에 보는 사람에게 따스함을 가져다준다. 흔히 분경으로 만들어 각종 전시회 때 출품하기도 하며, 일반 꽃가게에서 분화용으로 팔기도 한다. 원종은 홑꽃인데 겹꽃인 것들이 개발되어 있다.",2~3년 주기로 가을에 포기나누기 해 준다. 씨앗을 뿌려도 되지만 발아율이 낮고 뿌린지 5년 이상 지나야 꽃이 핀다. 씨앗은 5월에 익자마자 따서 뿌린다. 발아에 알맞은 온도는 20℃이며 뿌린지 약 20일정도 지나면 어린 싹이 나온다.
325,41,스위트피,Sweet pea,"기쁨, 가련","스위트피는 봄을 상징하는 꽃으로서의 이미지가 강하고, 또한 이른 봄에 일조량이 충분하고 온도가 높아지는 지역이 적지로 지금까지 주산지는 난지로 한정되어 있었다. 그러나 재배기술과 품종개량이 계속 이루어지고 절화보존제의 이용기술도 개발되어 지금은 고냉지에서의 봄∼초여름 출하재배도 가능하게 되었다.",스위트피 씨앗은 20℃ 전후에서 싹이 잘 나온다. 여름종은 내한성이 강하여 -5℃까지도 견디지만 겨울종은 1∼2℃만 되도 동해를 입으며 5℃ 이하에서는 꽃색이 나빠지기도 한다. 온실에서 재배 중 5℃ 전후의 저온에서는 잎이 두터워지고 줄기도 딱딱해지므로 세심한 온도관리가 필요하다.
326,40,스노우드롭,"Snowdrop, Gay flower","희망, 위안",서양에서는 화단용이나 정원의 경계부에 흔히 심는다. 커다란 용기에 모아심기 해도 좋다. ,국내에서는 흔히 재배되지 않는 것으로 보이지만 양재동 꽃시장에 가면 종종 볼 수 있다. 내한성이 강하며 배수가 잘 되는 곳에 약간의 차광만 해 주면 쉽게 기를 수 있는 식물이다.
327,39,산자고,Amana edulis ,가녀린 미소,가정에서 심을 때는 낙엽수 아래나 이른 봄에 햇살이 최대한 닿을 수 있는 남향이나 남동향의 화단에 심는다. 봄에 피는 많은 야생화들처럼 꽃이 피었을 때 반짝 아름다움을 과시할 뿐 연중 특별한 관심을 끌지 않고 조용히 자리를 지키면서 다시 봄을 기다린다. 뿌리줄기(인경)를 해독이나 붓기를 푸는 약용으로 쓰기도 한다.,식물원에서 자라거나 자생지에서 생육환경을 보면 햇빛이 잘 들면서 부엽이 많아 거름기가 충분한 곳에서 잘 자란다. 씨앗의 발아에 대한 연구가 거의 없어 종자의 휴면성 여부가 분명치 않다. 이 식물은 군락을 형성하기 보다는 한 포기씩 띄엄띄엄 자라는 걸로 보아 종자번식도 되는 것 같지만 개화까지 상당한 기간이 걸릴 것으로 보인다. 봄에 꽃이 피고 난 뒤 포기 째(비늘줄기인 근경) 옮겨 심어 관리한다.
328,38,무스카리,Grape hyacinth,"실망, 실의",분화용으로 생산되기도 하지만 봄에 꽃을 보는 화단이나 정원용으로 더 많이 쓰인다. 꽃 모양이 특이하고 수명도 며칠은 가기 때문에 절화용으로도 쓰인다.,"내한성이 강해 중부이남지역에서는 흔히 바깥에서 잘 자란다. 꽃색은 청색과 백색이 주류를 이룬다. 꽃이 피었을 때 키는 30cm 가량이며, 땅 속에 있는 흰 달걀 모양의 비늘줄기에서 3∼4개의 좁은 잎이 나온다. 물이 잘 빠지고 거름기가 많으며 햇볕이 충분히 드는 곳을 좋아한다. 씨앗으로도 번식하지만 기간이 오래 걸리기 때문에 포기나누기로 늘려가는 것이 보통이다. 포기나누기는 이 식물의 휴면기인 여름철이나 초가을에 한다. "
329,37,레몬,Lemon,"성실한 사랑, 정절","일년 내내 관상하기에 좋은 식물이다. 꽃의 향기도 좋고 햇볕에 반짝이는 짙은 초록색의 잎도 보기 좋다. 특히 열매는 쓰임새가 많은데 기름을 짜서 향기치료에 이용되거나 약용, 식용 등으로 많이 쓰인다.",레몬은 국내에서 흔히 재배되진 않지만 제주에서 관상용으로 일부 기르고 있다. 감귤류에 속하기 때문에 대체로 감귤에 준하는 생육습성을 갖고 있다.
330,36,디펜바키아,"Dumb plant, Mother-in-law's tongue",경계,"온실에서 땅에 심어 기르던 식물이었는데, 이제 분화용으로 다양한 상품이 나와 있다. 독성이 있으나 입으로 먹지만 않으면 괜찮다. 한 두 개 줄기를 잘라 절화를 꽂을 때 함께 꽃아 두면 절화수명이 길어져 관상기간이 길어진다. 요즘은 사무용 빌딩에 리스형태로 임대하여 주기적으로 교체해 주는 등 빌딩 내 식물관리를 전문적으로 해주는 업체들도 있는데, 디벤바키아는 주요 품목으로 이용된다.",겨울에도 15℃ 이상은 되어야 정상적으로 자란다. 건조에 강한 편이지만 흙이 좀 마른 듯 할 때 물을 흠뻑 줘야 하며 여름철엔 공중습도를 높여줘야 한다. 내음성이 강한 편이지만 너무 오랫동안 그늘에 두면 좋지 않다. 반그늘을 좋아한다. 삽목으로 번식하며 일부 종은 조직배양묘로 공급된다.
